Accession	# AAs	Abundance: 40: Sample	Abundance: 41: Sample	Abundance: 42: Sample	Abundance: 43: Sample	Abundance: 61: Sample	Abundance: 62: Sample	Abundance: 63: Sample	COG Functional Category	seed ortholog evalue	Predicted taxonomic group
3.contigs_24195193_1	146	570321.5	NA	461823.75	249811.15625	169212.859375	NA	110113.15625	P	1.6e-41	Desulfobacterales
3.contigs_1097445_1	125	NA	33335.77734375	1547137.5	3062701.875	63432.4453125	1373279.4375	842837.0625	F	1.5e-59	Desulfobacterales
1.contigs_456261_2	469	NA	1507383.625	NA	NA	NA	NA	NA	E	3.1e-198	Chromatiales
1.contigs_8938074_2	469	NA	1507383.625	NA	NA	NA	NA	NA	E	5.8e-205	Chromatiales
3.contigs_841189_1	312	95494.9765625	144219.28125	269098.90625	196620.578125	158015.125	505284.25	414338.3828125	IQ	6.5e-19	Betaproteobacteria
2.contigs_246753_3	472	NA	77485.1484375	NA	181756.76171875	1883882.625	NA	NA	NA	8.5e-63	Methylococcales
1.contigs_1091605_3	334	737140.875	NA	NA	NA	122191.421875	NA	NA	G	4.2e-149	Leisingera
1.contigs_778298_2	211	737140.875	NA	NA	NA	122191.421875	NA	NA	G	6.2e-98	Alphaproteobacteria
3.contigs_21404587_2	334	737140.875	NA	NA	NA	122191.421875	NA	NA	G	4.5e-151	unclassified Rhodobacteraceae
2.contigs_8250589_1	237	737140.875	NA	NA	NA	122191.421875	NA	NA	G	4.9e-112	Ruegeria
1.contigs_10413760_1	179	NA	65455.46484375	87980.3828125	NA	458815.4375	NA	NA	F	5.8e-81	Bacillariophyta
1.contigs_5890293_2	47	1134976	2615868.75	NA	NA	NA	NA	NA	C	5.1e-8	Eukaryota
1.contigs_2390589_3	161	3385107.5	2445472.6875	549824.8125	2803665.75	518633.8515625	697780.8125	500995.65625	F	1.4e-70	Bacillariophyta
1.contigs_1070151_1	60	3385107.5	2445472.6875	549824.8125	2803665.75	518633.8515625	697780.8125	500995.65625	F	1.4e-23	Eukaryota
3.contigs_10984770_1	103	3385107.5	2445472.6875	549824.8125	2803665.75	518633.8515625	697780.8125	500995.65625	F	1e-45	Bacillariophyta
2.contigs_12280690_1	88	3385107.5	2445472.6875	549824.8125	2803665.75	518633.8515625	697780.8125	500995.65625	F	7.2e-24	Bacillariophyta
3.contigs_8825974_1	90	3385107.5	2445472.6875	549824.8125	2803665.75	518633.8515625	697780.8125	500995.65625	F	4.3e-40	Bacillariophyta
3.contigs_3530226_8	129	3385107.5	2445472.6875	549824.8125	2803665.75	518633.8515625	697780.8125	500995.65625	F	2.5e-41	Bacillariophyta
2.contigs_5177584_1	77	3385107.5	2445472.6875	549824.8125	2803665.75	518633.8515625	697780.8125	500995.65625	F	1.6e-35	Bacillariophyta
3.contigs_22719399_8	132	3385107.5	2445472.6875	549824.8125	2803665.75	518633.8515625	697780.8125	500995.65625	F	2.9e-61	Bacillariophyta
3.contigs_8277399_1	116	3385107.5	2445472.6875	549824.8125	2803665.75	518633.8515625	697780.8125	500995.65625	F	4.4e-21	Eukaryota
4.contigs_13189842_1	132	3385107.5	2445472.6875	549824.8125	2803665.75	518633.8515625	697780.8125	500995.65625	F	3.8e-45	Bacillariophyta
3.contigs_7190122_1	91	3385107.5	2445472.6875	549824.8125	2803665.75	518633.8515625	697780.8125	500995.65625	F	1.2e-32	Bacillariophyta
3.contigs_24696823_2	158	3385107.5	2445472.6875	549824.8125	2803665.75	518633.8515625	697780.8125	500995.65625	F	2.6e-48	Bacillariophyta
3.contigs_2254493_1	638	NA	NA	NA	398046.4375	335368.09375	NA	NA	F	9.8e-139	Synechococcus
3.contigs_1752050_1	196	1976199.125	262896.71875	NA	NA	60251.76171875	NA	NA	T	7.5e-98	Pleurocapsales
4.contigs_8060511_4	186	516708.25	NA	NA	NA	NA	NA	1816269.6875	NA	2.3e-8	Alteromonadaceae
4.contigs_321511_1	102	651475.125	679394.703125	24134079	37887767.25	NA	15168080.75	12176422.625	NA	NA	NA
3.contigs_5869212_1	924	NA	546564.1875	NA	NA	128695.234375	NA	147801.0625	E	0	Bacillariophyta
3.contigs_5096905_2	143	NA	97964.2890625	NA	30291.021484375	577447.8125	NA	NA	G	2.9e-62	Alphaproteobacteria
3.contigs_13736347_1	431	2037782.5	129404.6171875	489606.90625	511666.46875	NA	345049.96875	NA	F	4.5e-228	Synechococcus
3.contigs_5623908_2	206	2037782.5	129404.6171875	489606.90625	511666.46875	NA	345049.96875	NA	F	1e-92	Oscillatoriales
2.contigs_5491939_2	492	376863.4375	770025.875	114725.625	NA	NA	235097.3125	123649.5625	NU	1.2e-149	Cyanobacteria
1.contigs_1761010_6	139	NA	405834.6875	NA	NA	NA	NA	NA	O	2.5e-26	Peronosporales
2.contigs_10501771_1	113	237616.78125	775907.53125	NA	419047.53125	1032595	NA	NA	Q	3.7e-49	Alphaproteobacteria
2.contigs_4123269_1	118	737775.296875	4370548.375	493706.390625	830142.78125	2936479.1171875	799974.9375	360272.46875	B	7.1e-35	Bacillariophyta
1.contigs_5128017_1	218	NA	NA	1684246.875	2663856.75	NA	2354618.96875	2154160.5	O	9.7e-54	Opisthokonta
2.contigs_5350765_3	227	NA	NA	307986.40625	562988.5	46122.6328125	771661.71875	670279.234375	C	4e-26	Desulfobacterales
2.contigs_13560213_2	223	NA	NA	307986.40625	562988.5	46122.6328125	771661.71875	670279.234375	C	7.6e-38	Desulfobacterales
4.contigs_12402732_4	372	NA	NA	307986.40625	562988.5	46122.6328125	771661.71875	670279.234375	C	1.5e-33	Desulfobacterales
4.contigs_9989961_2	228	NA	NA	307986.40625	562988.5	46122.6328125	771661.71875	670279.234375	C	1.3e-40	Desulfobacterales
1.contigs_312466_5	63	2595058.125	NA	NA	NA	110968.640625	NA	NA	S	3.9e-27	Pleurocapsales
3.contigs_2431892_1	311	NA	918735.625	181238.078125	NA	NA	NA	NA	C	8.8e-117	Bacillariophyta
3.contigs_16730771_1	111	NA	1950371	530774.5	625192.40625	NA	NA	NA	P	1.9e-45	Bacillariophyta
3.contigs_8207110_2	392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.contigs_2242650_3	333	3568660.3125	731743.71875	470707.6875	NA	988797.4375	588235	NA	G	2.3e-155	unclassified Rhodobacteraceae
3.contigs_16877209_1	221	8686084.09375	849614.375	313604.46875	NA	2075065.25	308420	NA	NA	NA	NA
2.contigs_6048578_2	633	9601595.875	2002777	266755.671875	455852.75	NA	205371.53125	104588.640625	K	6.7e-265	Oscillatoriales
4.contigs_4013220_1	272	1349719.875	266839.40625	930124.625	1198207.625	696006.125	1429872.75	165900.515625	M	5.6e-27	Desulfovibrionales
4.contigs_9158348_1	83	NA	NA	NA	NA	1596742.53125	134945.765625	NA	NA	NA	NA
1.contigs_6240915_1	229	507146.09375	301521.5	84705.875	236195.859375	475754.1875	NA	NA	A	3.7e-112	Bacillariophyta
2.contigs_13969712_1	97	507146.09375	301521.5	84705.875	236195.859375	475754.1875	NA	NA	A	1.2e-32	Bacillariophyta
2.contigs_13352531_1	78	3240196.390625	3229824.9375	2452860.796875	3169146.421875	903995.703125	1645675.5625	345376.03125	S	9e-26	Oscillatoriales
2.contigs_6423208_2	309	NA	119116.1640625	3384472.75	4238920	597979.1875	NA	161448.8125	G	1.6e-163	Roseobacter
2.contigs_4330876_5	1064	NA	NA	NA	NA	NA	NA	NA	F	0	Pleurocapsales
2.contigs_7982222_3	257	1178682.21875	2011242.25	388273.3125	2043725.21875	1228521.9375	NA	395336.78125	ET	4.7e-116	Chromatiales
4.contigs_348506_3	209	1178682.21875	2011242.25	388273.3125	2043725.21875	1228521.9375	NA	395336.78125	ET	8.9e-65	Chromatiales
1.contigs_2743594_1	313	NA	NA	NA	NA	669189.125	NA	NA	NA	NA	NA
3.contigs_10475364_1	136	332123.5	NA	NA	NA	1204110.25	NA	NA	S	2.4e-50	Alphaproteobacteria
2.contigs_2137850_1	329	NA	NA	NA	NA	NA	473387.4375	230456.984375	E	2.6e-151	Leisingera
1.contigs_4012459_7	165	36698.98828125	306637.453125	107638.62109375	215004.046875	1157186	791302.53125	291581.7109375	G	2.7e-72	Bacillariophyta
3.contigs_4721054_1	210	NA	NA	NA	NA	NA	NA	NA	E	2.4e-102	Bacillariophyta
3.contigs_20685792_1	207	NA	NA	NA	NA	NA	NA	NA	E	1.1e-96	Bacillariophyta
2.contigs_11146831_1	190	2679025.65625	818872.5390625	323546.953125	2296783.875	628599.859375	383594.703125	485754.734375	C	1.8e-32	Eukaryota
1.contigs_7136747_4	476	4144881	1330622.25	362156.6015625	90314.5625	168200.21875	435879.78125	291883.84375	U	1.4e-137	Pleurocapsales
3.contigs_10173893_2	530	NA	1812227.125	170081.03125	NA	3252835.46875	NA	NA	S	1.8e-29	Flavobacteriia
2.contigs_14376585_3	474	616324.875	NA	NA	77815.21875	727249.046875	683200.75390625	NA	T	1.3e-18	Metatheria
3.contigs_2017936_1	522	323314.3125	79738.6171875	156748.65625	NA	1067890.3125	450756.40625	208206.828125	Q	5e-234	Roseobacter
3.contigs_2555422_2	288	365753.03125	436993.75	NA	NA	NA	NA	NA	Q	1.6e-27	Gammaproteobacteria
3.contigs_10023438_1	316	NA	72424.046875	321179.90625	511917.4375	1320618.28125	492215.78125	254168.203125	Z	7.8e-129	Bacillariophyta
2.contigs_7052387_1	99	10213428	7973073	16470564.296875	20024527.75	4309831.5	7717735.71875	4602849.8125	F	1.8e-23	Synechocystis
2.contigs_9808812_2	317	386349.40625	986855	1129329.53125	1514854.75	NA	937989.25	531217.5625	C	2e-116	Chromatiales
3.contigs_5343866_1	280	386349.40625	986855	1129329.53125	1514854.75	NA	937989.25	531217.5625	C	3e-116	Chromatiales
3.contigs_23727603_2	450	2831900.9375	1392904.5	945215.5	1256277.65625	5108822.375	2372143.3125	1348617.25	G	1.8e-211	Alphaproteobacteria
1.contigs_1688431_1	129	NA	781453.4375	35685.453125	NA	NA	NA	NA	O	1.2e-19	Eukaryota
3.contigs_8527230_2	320	NA	375507.8125	NA	NA	NA	NA	NA	E	1.3e-163	Roseobacter
1.contigs_8746464_2	321	NA	375507.8125	NA	NA	NA	NA	NA	E	2.3e-160	Alphaproteobacteria
1.contigs_9235703_3	321	NA	375507.8125	NA	NA	NA	NA	NA	E	2.1e-169	unclassified Rhodobacteraceae
1.contigs_6349928_3	321	NA	375507.8125	NA	NA	NA	NA	NA	E	8.1e-158	unclassified Rhodobacteraceae
3.contigs_13146284_2	135	NA	355669.3125	NA	NA	NA	NA	NA	Z	2.5e-60	Eukaryota
1.contigs_7389798_2	327	NA	1415155.78125	172485.421875	NA	1097500.1875	NA	NA	S	8.8e-160	Sulfitobacter
2.contigs_10467957_1	172	2014838.5	NA	NA	NA	NA	NA	NA	G	7.5e-86	Nostocales
1.contigs_5810556_1	171	8468273.375	845870.625	NA	462322.715820313	875155.6484375	NA	235296.046875	NA	1e-13	Pleurocapsales
2.contigs_1313413_3	301	1503177	1508686.875	NA	749703.25	18174.703125	NA	NA	H	1.6e-70	Oscillatoriales
4.contigs_5571763_1	665	NA	NA	NA	NA	NA	NA	NA	C	6.9e-244	Gammaproteobacteria
1.contigs_3635160_1	148	2112843	1483626.625	175304.421875	441725.5625	604682.9375	NA	NA	H	4.7e-28	Bacillariophyta
3.contigs_13127327_34	154	2112843	1483626.625	175304.421875	441725.5625	604682.9375	NA	NA	H	6.4e-52	Bacillariophyta
2.contigs_3693001_1	301	2112843	1483626.625	175304.421875	441725.5625	604682.9375	NA	NA	H	3e-45	Bacillariophyta
3.contigs_1289714_7	142	2112843	1483626.625	175304.421875	441725.5625	604682.9375	NA	NA	H	7.7e-52	Bacillariophyta
3.contigs_13788456_2	137	2112843	1483626.625	175304.421875	441725.5625	604682.9375	NA	NA	H	8.8e-53	Bacillariophyta
3.contigs_19156062_2	185	2112843	1483626.625	175304.421875	441725.5625	604682.9375	NA	NA	H	4.8e-54	Bacillariophyta
2.contigs_10159000_1	106	2112843	1483626.625	175304.421875	441725.5625	604682.9375	NA	NA	H	4.7e-38	Bacillariophyta
3.contigs_21709634_1	233	2112843	1483626.625	175304.421875	441725.5625	604682.9375	NA	NA	H	4.3e-52	Bacillariophyta
3.contigs_14475402_2	163	2112843	1483626.625	175304.421875	441725.5625	604682.9375	NA	NA	H	9.8e-51	Bacillariophyta
1.contigs_1188025_1	240	2112843	1483626.625	175304.421875	441725.5625	604682.9375	NA	NA	H	2.6e-52	Bacillariophyta
3.contigs_9925299_1	119	2112843	1483626.625	175304.421875	441725.5625	604682.9375	NA	NA	H	5.1e-25	Bacillariophyta
1.contigs_805720_25	149	2112843	1483626.625	175304.421875	441725.5625	604682.9375	NA	NA	H	7.3e-53	Bacillariophyta
2.contigs_7497912_1	151	2112843	1483626.625	175304.421875	441725.5625	604682.9375	NA	NA	H	3.4e-42	Bacillariophyta
2.contigs_8835107_2	115	2112843	1483626.625	175304.421875	441725.5625	604682.9375	NA	NA	H	4.5e-34	Bacillariophyta
1.contigs_551082_7	412	1280359	330391.96875	NA	NA	NA	158383.046875	NA	G	2.5e-183	Roseovarius
1.contigs_1634019_6	414	1280359	330391.96875	NA	NA	NA	158383.046875	NA	G	4.2e-183	unclassified Gammaproteobacteria
1.contigs_341518_10	411	1280359	330391.96875	NA	NA	NA	158383.046875	NA	G	1.2e-174	Rhodospirillales
3.contigs_1600060_3	852	2655195.15625	4751131	498673.390625	312823.6875	408285.796875	786523.53125	449814.609375	G	0	Bacillariophyta
3.contigs_15140681_1	204	5177693	346305.21875	NA	NA	189215.421875	NA	130235.2890625	H	5.5e-51	Actinopterygii
1.contigs_338539_2	278	NA	1576980.09375	NA	150302.546875	53619.46875	NA	NA	J	3.6e-114	Bacillariophyta
4.contigs_941419_1	237	2012422.375	433882.59375	NA	NA	663090.359375	NA	NA	G	2.9e-104	Flavobacteriia
3.contigs_16407549_1	76	NA	927862.828125	NA	NA	300891.7578125	NA	NA	S	2.2e-8	Rhodospirillales
3.contigs_3814851_1	95	NA	927862.828125	NA	NA	300891.7578125	NA	NA	S	5.7e-11	Micrococcaceae
1.contigs_2776189_5	1127	482122.28125	2201433.96875	3665576.578125	3164343	2315944.6875	436977.4765625	241370.984375	M	4.8e-96	Bacteria
4.contigs_11750156_1	147	8436318.90625	4240726.1328125	4970708.5	6679608.4453125	8388375.15625	12792617.125	8218345.875	J	2.2000000000000002e-65	unclassified Alphaproteobacteria
4.contigs_7670716_2	393	NA	NA	1837906.125	1640995.5	NA	2048086.5	1453297.265625	P	6.8e-183	Desulfobacterales
2.contigs_1989469_20	724	NA	NA	1837906.125	1640995.5	NA	2048086.5	1453297.265625	P	0	unclassified Bacteria
4.contigs_2204620_1	372	NA	NA	1837906.125	1640995.5	NA	2048086.5	1453297.265625	P	3.9e-172	unclassified Bacteria
2.contigs_9802631_7	582	NA	79322.734375	74504.984375	NA	870634.375	297494.84375	NA	S	4.4e-255	Oceanicola
4.contigs_882297_1	85	NA	86181.3359375	5460994.4375	11587187.375	NA	28349235.5	16217494	NA	NA	NA
3.contigs_14713912_2	592	2603992.25	1501285.8125	490004	305060.625	1919951.1875	1005468.234375	661387.703125	H	0	Roseobacter
3.contigs_21650627_1	158	1946874.125	NA	1146577	1023202.375	1979958.875	2886974.25	2928994.25	J	5e-68	Planctomycetes
4.contigs_7365490_1	110	NA	4580667.65625	NA	NA	204323.109375	NA	NA	NA	3.1e-8	Eukaryota
2.contigs_5987596_1	217	NA	NA	NA	NA	846726.875	NA	NA	S	1.4e-25	Bacteria
1.contigs_931760_3	480	NA	NA	NA	NA	846726.875	NA	NA	S	2.8e-69	Bacteria
4.contigs_3476275_3	62	NA	NA	NA	NA	NA	NA	NA	O	1.8e-29	Alphaproteobacteria
3.contigs_1506948_1	283	299424.90625	NA	NA	307789.53125	716405.96875	NA	157066.40625	S	7.5e-115	Roseobacter
3.contigs_9865484_1	398	NA	NA	NA	NA	NA	NA	NA	EH	5.2e-106	Eukaryota
4.contigs_7111785_1	127	114703.578125	209690.875	NA	NA	426206.75	152658.921875	NA	J	1.4e-60	Paracoccus
1.contigs_6305557_2	330	NA	124163.296875	425450.875	2053327.59375	NA	1021474.4375	664386.734375	G	9.5e-162	Flavobacteriia
4.contigs_515709_7	340	119672.296875	172832.109375	489026.640625	698514.84375	NA	1073597.53125	422417.21875	E	9.9e-13	Desulfobacterales
3.contigs_19611796_1	75	492503.25	306625.8203125	NA	696043.5625	444029.78125	463066.109375	143198.9375	C	1.3e-29	Sulfitobacter
3.contigs_5755907_1	156	NA	NA	NA	NA	NA	NA	NA	C	1e-73	Syntrophobacterales
4.contigs_11179020_2	849	NA	NA	178301.375	NA	133148.59375	237792.5	NA	DZ	7.4e-25	Bacteria
4.contigs_9302299_1	172	NA	NA	NA	NA	NA	NA	NA	E	2.3e-82	Bacteria
4.contigs_12618534_1	229	NA	NA	NA	NA	NA	NA	NA	E	6.5e-109	Bacteria
3.contigs_14242389_1	447	NA	NA	NA	NA	NA	NA	NA	E	6.7e-227	Flavobacteriia
2.contigs_6421571_2	149	NA	231464.765625	NA	NA	215986.375	NA	NA	F	1.3e-73	Oscillatoriales
1.contigs_3152158_2	149	NA	231464.765625	NA	NA	215986.375	NA	NA	F	3.9e-70	Oscillatoriales
1.contigs_3212368_6	149	NA	231464.765625	NA	NA	215986.375	NA	NA	F	9.5e-77	Oscillatoriales
4.contigs_241658_2	601	590197.125	NA	3813237.71875	2956588.875	NA	3625208.21875	3031911.734375	NA	1.8e-46	Eukaryota
3.contigs_1191396_1	610	5571379.625	3873662.875	1299600.53125	1097585.78125	2142813.90625	525695.6875	97733.046875	O	2.2e-249	Bacillariophyta
2.contigs_10024548_1	393	NA	NA	378781.09375	NA	954869.625	671079.75	247553	C	1.2e-182	Alphaproteobacteria
4.contigs_4304144_1	528	NA	NA	378781.09375	NA	954869.625	671079.75	247553	C	7e-276	unclassified Rhodobacteraceae
4.contigs_4928739_1	522	NA	381652.21875	241699.015625	259547.75	1129361	NA	200136.796875	E	3.4e-238	Oceanicola
4.contigs_11279673_2	141	236631.46875	455769.5625	362550.3984375	914811.34375	211044.875	1010524.96875	469140.3125	C	1.3e-78	Desulfobacterales
3.contigs_13123308_1	229	645862.765625	NA	1003948.53125	232337.046875	2910646.734375	159239.546875	221448.8515625	S	6.8e-66	Bacillariophyta
1.contigs_5308742_5	325	859938.71875	27061.919921875	NA	NA	NA	NA	NA	S	1.1e-109	Gammaproteobacteria
1.contigs_2157503_1	279	41125583	5346210.3125	183853.390625	NA	204067.96875	NA	NA	E	3.5e-133	Pleurocapsales
1.contigs_5297386_5	244	41125583	5346210.3125	183853.390625	NA	204067.96875	NA	NA	E	3.6e-118	Pleurocapsales
3.contigs_2956502_2	452	NA	2549669.75	NA	NA	2058129.625	NA	NA	G	7.8e-207	Ruegeria
4.contigs_7637258_2	192	478679.0625	302074.34375	NA	NA	529327.9375	NA	NA	G	2.1e-68	Rhizobiaceae
4.contigs_12424804_1	313	108229.5	NA	NA	NA	NA	NA	NA	IQ	9.1e-21	Frankiales
2.contigs_4726964_65	778	440580.03125	NA	1284770.1875	2187403.5	42137.95703125	1449835.3125	1270824.4375	C	0	Desulfobacterales
3.contigs_5015430_5	678	1248636.46875	1185803	301063.25	531237.125	1240208.3125	140555.828125	143551.9375	E	1.1e-297	Oceanicola
1.contigs_2369063_3	966	1609140.625	326267.1875	620437.90625	107349.953125	NA	55346.8515625	239517.921875	U	3.4e-74	Oscillatoriales
1.contigs_5440601_7	959	1609140.625	326267.1875	620437.90625	107349.953125	NA	55346.8515625	239517.921875	U	1.6e-76	Oscillatoriales
4.contigs_626657_11	382	NA	NA	478279.78125	248188.015625	NA	374455	216552.859375	A	6.9e-47	Chlorophyta
3.contigs_3481153_2	599	NA	384437.96875	NA	NA	396196.5	666226.5	300862.78125	C	8.5e-294	Alphaproteobacteria
1.contigs_2314440_1	510	NA	384437.96875	NA	NA	396196.5	666226.5	300862.78125	C	5.1e-247	Alphaproteobacteria
1.contigs_2568285_4	599	NA	384437.96875	NA	NA	396196.5	666226.5	300862.78125	C	2.8e-289	Alphaproteobacteria
3.contigs_8918524_3	613	NA	384437.96875	NA	NA	396196.5	666226.5	300862.78125	C	8.2e-284	Alphaproteobacteria
4.contigs_5512473_3	599	NA	384437.96875	NA	NA	396196.5	666226.5	300862.78125	C	2e-290	Alphaproteobacteria
3.contigs_7765470_2	66	739645.1875	443555.3984375	188434.234375	815522.40625	4021193.8125	668571.375	407059.8984375	G	4.9e-25	Phyllobacteriaceae
3.contigs_23836728_1	685	1010933.125	487276.453125	NA	103183.453125	3592890.671875	436249.8125	89475.25	NA	NA	NA
2.contigs_2138038_1	74	335119.9375	NA	718058.375	503741.53125	NA	295432.34375	NA	H	3e-23	Viridiplantae
4.contigs_7013580_1	291	NA	NA	NA	NA	NA	NA	NA	J	7.2e-105	Planctomycetes
3.contigs_24154942_1	519	NA	NA	NA	NA	NA	NA	NA	J	1.4e-204	Planctomycetes
3.contigs_4996772_1	148	NA	NA	NA	NA	NA	NA	NA	J	1.5e-58	Planctomycetes
2.contigs_13528847_1	189	NA	NA	NA	NA	NA	NA	NA	J	8.9e-80	Planctomycetes
3.contigs_21828373_1	186	NA	NA	NA	NA	NA	NA	NA	J	4.8e-78	Planctomycetes
3.contigs_12044439_1	121	NA	NA	NA	NA	NA	NA	NA	J	4.9e-47	Bifidobacteriales
2.contigs_11790991_8	414	3070266.75	1667182.75	435758.9375	NA	566100.3125	432350.5625	399806.96875	E	5.3e-186	Proteobacteria
3.contigs_5889154_15	599	598339.8125	321220.84375	NA	NA	2214267.1875	1297143.34375	906878.875	C	1e-291	Hyphomicrobiaceae
3.contigs_7200998_1	202	641954.375	NA	NA	NA	929462.6875	331705.59375	162786.546875	P	9.6e-48	Hyphomonadaceae
4.contigs_8156265_3	432	641954.375	NA	NA	NA	929462.6875	331705.59375	162786.546875	P	1e-118	Hyphomonadaceae
4.contigs_6177034_1	96	1405798.375	222129.09375	NA	NA	NA	NA	NA	J	2.3e-36	Oscillatoriales
3.contigs_180496_4	1054	5103326	3435491.875	1064710.1328125	618394.3984375	2712957.046875	1672273.9921875	864718.8125	P	0	Sphingobacteriia
2.contigs_13736030_1	184	5103326	3435491.875	1064710.1328125	618394.3984375	2712957.046875	1672273.9921875	864718.8125	P	3e-80	Sphingobacteriia
4.contigs_12064669_1	150	5103326	3435491.875	1064710.1328125	618394.3984375	2712957.046875	1672273.9921875	864718.8125	P	6e-63	Sphingobacteriia
4.contigs_2994509_16	397	NA	NA	892073.625	570655.4375	NA	743454.3125	516892.875	P	1.1e-183	Chromatiales
3.contigs_24084973_1	144	NA	478447.71875	NA	NA	518699.15625	NA	NA	J	2.8e-70	Gammaproteobacteria
2.contigs_374289_13	600	313148.65625	87858.4375	587115.125	167959.546875	60223.52734375	362964.484375	334572.078125	O	5.9e-77	unclassified Bacteria
3.contigs_17768604_1	303	332655.03125	245974	392972.0390625	280533.84375	2035594.96875	657423.09375	154096.15625	G	3e-98	unclassified Rhodobacteraceae
4.contigs_11092585_1	117	NA	NA	583403.728515625	363343.4375	NA	427784.265625	1892992.6875	O	4.4e-29	Eukaryota
4.contigs_8194319_1	95	NA	NA	583403.728515625	363343.4375	NA	427784.265625	1892992.6875	O	2.6e-27	Eukaryota
4.contigs_14275728_2	92	NA	NA	583403.728515625	363343.4375	NA	427784.265625	1892992.6875	O	1.4e-25	Eukaryota
3.contigs_5461118_3	433	407837.4609375	674601.0859375	181129.234375	272667.5	2262204.6875	214674.8125	89498.34375	NU	7.7e-111	Planctomycetes
2.contigs_13133922_1	150	1439082.75	46577.33203125	2334082.265625	12238440	1538805.21875	799278.515625	1481597.48828125	P	8.7e-46	Eukaryota
1.contigs_59379_2	199	412814.25	299072.21875	NA	NA	NA	NA	NA	P	3.7e-44	Bacillariophyta
3.contigs_23326380_1	244	9350240.5	5722809.5	4479494.9375	8572037.875	1326355.4375	5684770.125	4098670.25	NA	3.5e-84	Bacillariophyta
3.contigs_3600215_2	867	351163.0625	1311554.875	218984.4609375	NA	3723135.75	320883.90625	234027.140625	Q	5.7e-214	Nostocales
3.contigs_5140136_1	320	NA	444202.5	NA	122917.9453125	693850.0625	NA	NA	NA	NA	NA
1.contigs_7564057_1	236	NA	460411.34375	200886.359375	99254.8828125	2125624.5	874189.5	306643.84375	M	2.8e-14	unclassified Alphaproteobacteria
1.contigs_9752130_6	336	862918.5	407464.171875	169946.90625	484193.4375	NA	NA	NA	C	5.3e-160	Bacillariophyta
1.contigs_5882232_4	200	579740.8125	1191657.8125	40063.66015625	48379.109375	221064.421875	62602.87890625	39499.07421875	G	4.4e-61	Bacillariophyta
4.contigs_6722352_1	94	1633470.375	985761.4375	692802.578125	1717460.875	NA	1130246.1875	672619.6171875	O	1.4e-30	Desulfobacterales
